Date,Opponent,Score,DR,A%,DF%,1stIn,1st%,2nd%,Player,Ret_TPW,Ret_RPW,Ret_vA%,Ret_v1st%,Ret_v2nd%,Ret_BPCnv,Ret_Time,Total_Games,Surface_Carpet,Surface_Clay,Surface_Grass,Surface_Hard,Rd_BR,Rd_F,Rd_Q1,Rd_Q2,Rd_Q3,Rd_QF,Rd_R128,Rd_R16,Rd_R32,Rd_R64,Rd_RR,Rd_SF
2015-05-10,David Ferrer,6-2 4-6 6-3,0.77,2.0%,0.028999999999999998,0.608,0.6609999999999999,0.375,David Goffin,0.46299999999999997,0.34700000000000003,0.08,0.28300000000000003,0.44799999999999995,0.6,2.15,27,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-10,Andrey Kuznetsov,7-6(5) 6-2,1.06,4.3%,0.028999999999999998,0.514,0.778,0.618,Diego Schwartzman,0.515,0.318,0.106,0.19,0.542,0.5,1.4,21,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015-05-11,Horacio Zeballos,6-4 6-2,1.54,13.7%,0.039,0.608,0.935,0.45,Alexander Zverev,0.569,0.392,0.078,0.344,0.474,0.43,1.18,18,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Quentin Halys,6-4 6-7(5) 6-3,1.3,6.9%,0.02,0.5589999999999999,0.789,0.622,James Duckworth,0.535,0.369,0.063,0.266,0.511,0.25,2.38,32,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Aldin Setkic,3-6 6-3 6-4,1.2,13.5%,0.054000000000000006,0.6890000000000001,0.804,0.609,Laslo Djere,0.52,0.308,0.064,0.22399999999999998,0.44799999999999995,0.67,1.82,28,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Jurgen Zopp,6-2 6-7(2) 6-4,0.92,15.2%,0.011000000000000001,0.6629999999999999,0.6890000000000001,0.613,James Duckworth,0.48100000000000004,0.309,0.040999999999999995,0.254,0.41200000000000003,0.0,1.98,31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Robin Haase,6-2 6-2,0.7,1.9%,0.055999999999999994,0.778,0.5,0.33299999999999996,Corentin Moutet,0.42200000000000004,0.375,0.021,0.33299999999999996,0.444,0.33,1.03,16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Andreas Beck,6-4 6-4,0.55,4.3%,0.028999999999999998,0.623,0.674,0.5,Damir Dzumhur,0.442,0.21600000000000003,0.078,0.21899999999999997,0.21100000000000002,0.0,1.33,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Yuki Bhambri,1-6 7-5 7-6(1),1.05,2.1%,0.021,0.5529999999999999,0.6920000000000001,0.5,Laslo Djere,0.505,0.413,0.028999999999999998,0.297,0.6,0.45,2.35,32,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Teymuraz Gabashvili,6-4 7-6(4),1.08,9.0%,0.015,0.642,0.628,0.708,Liam Broady,0.491,0.37,0.054000000000000006,0.32799999999999996,0.452,0.09,1.78,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-11,Maximo Gonzalez,5-7 6-3 6-3,1.1,5.5%,0.064,0.609,0.672,0.37200000000000005,Roberto Carballes Baena,0.523,0.491,0.019,0.456,0.55,0.47,2.8,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Guido Pella,6-1 7-6(7),1.4,8.7%,0.043,0.696,0.75,0.524,Alexander Zverev,0.5529999999999999,0.446,0.0,0.397,0.56,0.33,1.73,20,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2015-05-11,Riccardo Ghedin,6-3 6-1,1.39,5.1%,0.034,0.627,0.6759999999999999,0.5,Aslan Karatsev,0.581,0.5429999999999999,0.043,0.444,0.607,0.71,1.08,16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Jan Lennard Struff,6-3 7-6(2),1.44,6.2%,0.062,0.662,0.698,0.636,Alexander Zverev,0.557,0.46399999999999997,0.071,0.27899999999999997,0.659,0.4,1.67,22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015-05-11,Alexander Kudryavtsev,6-2 6-0,0.41,2.5%,0.05,0.575,0.522,0.235,Marcos Giron,0.325,0.243,0.18899999999999997,0.192,0.364,0.0,0.72,14,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Bjorn Fratangelo,4-6 6-4 6-3,1.1,10.0%,0.05,0.625,0.72,0.467,Alexander Zverev,0.515,0.41200000000000003,0.0,0.33299999999999996,0.5710000000000001,0.45,2.08,29,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-11,Dennis Novikov,6-2 6-3,1.46,18.9%,0.019,0.604,0.7809999999999999,0.5710000000000001,Alexander Zverev,0.573,0.44,0.04,0.36700000000000005,0.55,0.57,1.17,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Jesse Huta Galung,6-3 6-2,1.55,5.4%,0.036000000000000004,0.625,0.7709999999999999,0.619,Jan Lennard Struff,0.596,0.442,0.07,0.39299999999999996,0.5329999999999999,0.75,1.05,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Paul Henri Mathieu,5-5 RET,1.06,22.2%,0.0,0.611,0.818,0.35700000000000004,Roberto Carballes Baena,0.514,0.382,0.028999999999999998,0.23800000000000002,0.615,0.5,0.83,10,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,James Duckworth,6-4 6-7(5) 6-3,0.77,6.3%,0.081,0.5770000000000001,0.7340000000000001,0.489,Quentin Halys,0.465,0.284,0.069,0.21100000000000002,0.37799999999999995,0.14,2.38,32,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Jeremy Jahn,6-7(12) 6-4 7-5,1.01,3.3%,0.065,0.659,0.753,0.47600000000000003,Jason Kubler,0.498,0.344,0.031,0.34600000000000003,0.34,0.3,2.93,35,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Andreas Beck,6-3 6-2,0.67,3.6%,0.073,0.509,0.5710000000000001,0.519,Jason Kubler,0.419,0.306,0.09699999999999999,0.25,0.409,0.0,1.38,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Alexander Zverev,6-3 7-6(2),0.7,7.1%,0.083,0.512,0.721,0.341,Jan Lennard Struff,0.44299999999999995,0.32299999999999995,0.062,0.302,0.364,0.67,1.67,22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015-05-11,Radu Albot,2-6 6-3 6-4,0.98,2.9%,0.069,0.569,0.603,0.47700000000000004,Jan Lennard Struff,0.5,0.44299999999999995,0.011000000000000001,0.345,0.633,0.42,2.2,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Guido Pella,6-0 6-1,0.37,0.0%,0.027999999999999997,0.611,0.364,0.14300000000000002,Yoshihito Nishioka,0.271,0.265,0.028999999999999998,0.174,0.455,0.0,0.82,13,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015-05-11,Matthias Bachinger,3-6 6-3 6-3,1.1,7.1%,0.06,0.5710000000000001,0.7709999999999999,0.41700000000000004,Jan Lennard Struff,0.514,0.418,0.0,0.373,0.475,0.56,1.72,27,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-11,Jozef Kovalik,6-3 6-4,1.78,2.0%,0.0,0.633,0.774,0.667,Yoshihito Nishioka,0.579,0.47200000000000003,0.042,0.37,0.654,0.57,1.35,19,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-11,Andrey Golubev,7-5 4-6 7-5,1.12,0.0%,0.028999999999999998,0.621,0.688,0.5379999999999999,Yoshihito Nishioka,0.522,0.41200000000000003,0.039,0.317,0.564,0.71,2.38,34,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Thiemo De Bakker,6-4 1-6 7-6(5),0.88,4.2%,0.031,0.6459999999999999,0.726,0.588,Thanasi Kokkinakis,0.48700000000000004,0.28600000000000003,0.121,0.203,0.43799999999999994,0.2,2.18,30,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2015-05-11,Jurgen Zopp,6-4 7-5,0.9,6.8%,0.027000000000000003,0.649,0.813,0.462,Thanasi Kokkinakis,0.511,0.281,0.018000000000000002,0.184,0.474,0.67,1.47,22,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015-05-11,Thanasi Kokkinakis,6-2 3-0 RET,0.3,0.0%,0.022000000000000002,0.489,0.5,0.391,Nikoloz Basilashvili,0.348,0.16699999999999998,0.20800000000000002,0.15,0.25,0.0,0.7,11,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Kimmer Coppejans,6-3 6-3,1.43,10.0%,0.017,0.6,0.722,0.708,Thanasi Kokkinakis,0.5710000000000001,0.40399999999999997,0.019,0.235,0.722,0.6,1.3,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Roberto Carballes Baena,4-6 6-3 7-5,1.09,7.1%,0.071,0.586,0.7929999999999999,0.537,Thanasi Kokkinakis,0.51,0.34299999999999997,0.076,0.24100000000000002,0.46799999999999997,0.12,2.5,31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-11,Jimmy Wang,6-4 6-4,0.84,9.0%,0.064,0.513,0.55,0.5,Soon Woo Kwon,0.469,0.4,0.12300000000000001,0.257,0.5670000000000001,0.29,1.48,20,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Igor Sijsling,6-4 6-7(3) 7-6(5),0.95,1.5%,0.015,0.632,0.619,0.551,Yoshihito Nishioka,0.502,0.387,0.132,0.271,0.532,0.56,2.63,36,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Thiemo De Bakker,6-1 6-2,0.44,2.7%,0.027000000000000003,0.784,0.44799999999999995,0.5,Lucas Pouille,0.342,0.23800000000000002,0.14300000000000002,0.25,0.214,0.0,0.78,15,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-11,Jared Donaldson,6-1 6-4,1.69,9.6%,0.038,0.5770000000000001,0.867,0.5,Lucas Pouille,0.608,0.489,0.022000000000000002,0.304,0.682,1.0,1.02,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Facundo Arguello,4-6 6-2 6-2,1.4,6.1%,0.03,0.727,0.667,0.611,Lucas Pouille,0.5589999999999999,0.488,0.012,0.429,0.6,0.67,1.62,26,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Thanasi Kokkinakis,4-6 6-3 7-5,0.91,7.6%,0.038,0.552,0.759,0.532,Roberto Carballes Baena,0.49,0.313,0.071,0.207,0.46299999999999997,0.2,2.5,31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-11,Victor Hanescu,7-6(12) 7-6(5),1.18,11.8%,0.013000000000000001,0.6579999999999999,0.82,0.615,Pierre Hugues Herbert,0.506,0.295,0.068,0.267,0.35700000000000004,0.5,1.7,26,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Boy Westerhof,7-6(4) 6-7(4) 6-4,0.9,5.7%,0.057,0.6509999999999999,0.7829999999999999,0.541,Aslan Karatsev,0.488,0.272,0.146,0.131,0.47600000000000003,0.25,2.23,36,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-11,Adrian Sikora,7-6(9) 6-2,1.31,7.8%,0.013000000000000001,0.649,0.8,0.48100000000000004,Liam Broady,0.544,0.40700000000000003,0.07400000000000001,0.361,0.55,0.29,1.8,21,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Nikoloz Basilashvili,6-2 3-0 RET,3.33,20.8%,0.0,0.833,0.85,0.75,Thanasi Kokkinakis,0.652,0.556,0.0,0.5,0.609,0.67,0.7,11,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-11,Djurabek Karimov,6-3 4-6 6-2,1.71,11.6%,0.028999999999999998,0.725,0.84,0.579,Liam Broady,0.5710000000000001,0.397,0.077,0.316,0.475,0.5,1.72,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Andrey Rublev,4-6 7-6(7) 6-1,1.33,16.7%,0.024,0.595,0.86,0.5589999999999999,Marin Cilic,0.534,0.348,0.054000000000000006,0.28800000000000003,0.455,0.75,1.68,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Samuel Groth,7-5 6-3,2.31,3.8%,0.057,0.642,0.912,0.632,Borna Coric,0.5710000000000001,0.436,0.07400000000000001,0.321,0.605,0.18,1.63,21,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Jurgen Melzer,6-2 6-3,0.61,0.0%,0.016,0.7340000000000001,0.489,0.47100000000000003,Damir Dzumhur,0.41100000000000003,0.313,0.063,0.222,0.429,0.33,1.17,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Gabriel Petit,6-2 6-4,1.32,5.3%,0.018000000000000002,0.509,0.7240000000000001,0.5,Daniil Medvedev,0.557,0.508,0.031,0.447,0.593,0.56,1.15,18,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015-05-17,Frances Tiafoe,6-3 6-2,0.66,2.5%,0.075,0.45,0.722,0.5,Daniil Medvedev,0.409,0.264,0.057,0.222,0.353,0.0,0.97,17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2015-05-17,Daniel Brands,3-6 6-3 6-3,1.33,2.9%,0.028999999999999998,0.7290000000000001,0.667,0.579,Damir Dzumhur,0.5429999999999999,0.47600000000000003,0.039,0.41200000000000003,0.6,0.5,1.68,27,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2015-05-17,Matteo Donati,7-6(6) 6-3,1.22,0.0%,0.013999999999999999,0.743,0.6729999999999999,0.833,Damir Dzumhur,0.541,0.349,0.016,0.319,0.43799999999999994,0.67,1.25,22,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2015-05-17,James Duckworth,6-3 7-6(3),1.37,7.8%,0.016,0.672,0.721,0.429,Borna Coric,0.563,0.512,0.025,0.429,0.605,0.38,1.62,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-17,Leonardo Mayer,6-4 6-3,1.08,0.0%,0.022000000000000002,0.696,0.7809999999999999,0.5,Borna Coric,0.467,0.32899999999999996,0.11800000000000001,0.28300000000000003,0.4,0.0,1.43,19,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015-05-17,Mikhail Youzhny,7-6(2) 7-6(5),0.75,6.5%,0.054000000000000006,0.6629999999999999,0.672,0.581,Jan Lennard Struff,0.47100000000000003,0.26899999999999996,0.10300000000000001,0.271,0.267,1.0,1.72,26,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Frances Tiafoe,6-7(5) 7-5 6-2,1.33,4.2%,0.042,0.589,0.7859999999999999,0.6409999999999999,James Duckworth,0.541,0.364,0.081,0.32799999999999996,0.43799999999999994,0.5,2.03,33,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Quentin Halys,7-6(0) 7-6(5),1.09,8.9%,0.025,0.557,0.795,0.657,James Duckworth,0.516,0.289,0.145,0.22899999999999998,0.39299999999999996,0.0,1.57,26,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Borna Coric,6-3 7-6(3),0.73,2.5%,0.038,0.525,0.5710000000000001,0.395,James Duckworth,0.43799999999999994,0.375,0.078,0.27899999999999997,0.5710000000000001,0.33,1.62,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-17,Gianni Mina,7-6(4) 6-3,1.39,4.5%,0.015,0.652,0.8140000000000001,0.696,Borna Coric,0.556,0.317,0.067,0.129,0.517,0.25,1.68,22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Tim Smyczek,6-3 6-0,1.54,2.2%,0.044000000000000004,0.5329999999999999,0.833,0.429,Lucas Pouille,0.585,0.5479999999999999,0.040999999999999995,0.49,0.667,0.24,1.17,15,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Benjamin Becker,7-6(2) 6-2,1.39,9.2%,0.031,0.723,0.66,0.778,Albert Ramos,0.563,0.426,0.033,0.278,0.64,0.5,1.45,21,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Santiago Giraldo,7-5 6-3,0.65,12.0%,0.013000000000000001,0.64,0.625,0.556,Marin Cilic,0.451,0.259,0.017,0.158,0.45,0.0,1.47,21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-17,Guillermo Duran,6-4 7-6(3),1.29,11.4%,0.028999999999999998,0.629,0.682,0.615,Quentin Halys,0.5329999999999999,0.44299999999999995,0.021,0.419,0.486,0.27,1.85,23,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2015-05-17,Stefan Fiacan,6-3 6-1,2.09,2.2%,0.0,0.711,0.813,0.615,Damir Dzumhur,0.628,0.51,0.08199999999999999,0.33299999999999996,0.727,0.67,0.9,16,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015-05-17,Lukas Rosol,6-4 3-6 6-3,1.21,8.2%,0.013999999999999999,0.507,0.757,0.667,Stan Wawrinka,0.519,0.349,0.048,0.275,0.469,0.38,1.6,28,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Leonardo Mayer,6-4 6-0,0.64,5.0%,0.1,0.433,0.6920000000000001,0.41200000000000003,Lucas Pouille,0.42700000000000005,0.3,0.08,0.267,0.35,0.0,1.23,16,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Federico Delbonis,6-7(5) 6-4 6-4,0.92,4.3%,0.021,0.628,0.627,0.7140000000000001,Stan Wawrinka,0.484,0.313,0.021,0.222,0.429,0.5,2.1,33,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-17,James Duckworth,7-6(0) 7-6(5),0.92,14.5%,0.026000000000000002,0.632,0.7709999999999999,0.607,Quentin Halys,0.484,0.266,0.08900000000000001,0.205,0.34299999999999997,0.0,1.57,26,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Marin Cilic,4-6 7-6(7) 6-1,0.75,5.4%,0.0,0.6409999999999999,0.7120000000000001,0.545,Andrey Rublev,0.466,0.262,0.16699999999999998,0.14,0.441,1.0,1.68,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,John Isner,7-6(3) 6-4,0.9,9.0%,0.015,0.612,0.8290000000000001,0.5,Dusan Lajovic,0.485,0.26899999999999996,0.11900000000000001,0.239,0.33299999999999996,0.0,1.3,23,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-17,Jarkko Nieminen,6-3 6-7(4) 7-6(4),1.18,10.4%,0.01,0.7709999999999999,0.743,0.591,Andrey Rublev,0.517,0.34299999999999997,0.086,0.242,0.513,0.67,1.87,35,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Dusan Lajovic,6-3 4-6 7-5,0.96,8.5%,0.0,0.61,0.68,0.5,Pablo Carreno Busta,0.483,0.375,0.042,0.324,0.5,0.6,1.92,31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Miki Jankovic,6-3 6-4,2.23,6.1%,0.0,0.531,0.885,0.7390000000000001,Adrian Mannarino,0.591,0.41,0.098,0.33299999999999996,0.579,0.5,1.02,19,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2015-05-17,Pablo Carreno Busta,6-3 4-6 7-5,1.04,4.2%,0.021,0.708,0.6759999999999999,0.5,Dusan Lajovic,0.517,0.39,0.085,0.32,0.5,0.62,1.92,31,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Marinko Matosevic,7-6(2) 6-2,1.36,4.4%,0.044000000000000004,0.544,0.73,0.581,Albert Ramos,0.555,0.462,0.064,0.444,0.485,0.43,1.6,21,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,James Duckworth,6-7(5) 7-5 6-2,0.75,8.1%,0.01,0.677,0.672,0.563,Frances Tiafoe,0.45899999999999996,0.27399999999999997,0.042,0.214,0.359,0.2,2.03,33,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Nick Kyrgios,7-6(5) 6-2,0.8,0.0%,0.015,0.631,0.6829999999999999,0.542,Mikhail Kukushkin,0.465,0.297,0.094,0.195,0.478,0.25,1.32,21,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Carlos Berlocq,4-6 6-1 6-4,1.38,2.5%,0.013000000000000001,0.637,0.725,0.621,Adrian Mannarino,0.5489999999999999,0.43,0.022000000000000002,0.33299999999999996,0.667,0.22,2.08,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Pablo Andujar,3-6 7-6(2) 6-2,0.84,5.6%,0.019,0.6729999999999999,0.625,0.514,Adrian Mannarino,0.475,0.344,0.011000000000000001,0.24100000000000002,0.514,0.22,2.25,30,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-17,Jack Sock,5-7 7-5 6-1,1.11,4.0%,0.01,0.703,0.6759999999999999,0.5329999999999999,Dusan Lajovic,0.529,0.40700000000000003,0.047,0.256,0.5579999999999999,0.42,1.92,31,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-17,Thomaz Bellucci,6-0 1-6 6-3,0.80,0.0%,0.027000000000000003,0.644,0.489,0.34600000000000003,Albert Ramos,0.444,0.45,0.0,0.415,0.519,0.38,1.8,22,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-17,Ruben Bemelmans,6-3 6-3,0.59,7.4%,0.055999999999999994,0.667,0.6940000000000001,0.222,Frances Tiafoe,0.41200000000000003,0.271,0.10400000000000001,0.24100000000000002,0.316,1.0,0.97,18,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2015-05-17,Daniil Medvedev,6-3 6-2,1.51,5.7%,0.057,0.679,0.778,0.647,Frances Tiafoe,0.591,0.4,0.025,0.278,0.5,0.6,0.97,17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2015-05-17,Somdev Devvarman,7-5 6-1,1.47,3.6%,0.0,0.7090000000000001,0.667,0.688,Adrian Mannarino,0.581,0.48,0.0,0.4,0.667,0.83,1.13,19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2015-05-17,Maxime Hamou,6-2 6-2,1.45,8.6%,0.0,0.603,0.657,0.652,Pablo Carreno Busta,0.583,0.5,0.06,0.43799999999999994,0.611,0.56,1.13,16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-24,Rafael Nadal,7-5 6-3 6-1,1.65,3.8%,0.0,0.625,0.76,0.6,Novak Djokovic,0.59,0.495,0.032,0.41100000000000003,0.622,0.39,2.43,28,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2015-05-24,Richard Gasquet,6-1 6-2 6-3,1.67,5.0%,0.0,0.763,0.6890000000000001,0.684,Novak Djokovic,0.598,0.521,0.043,0.364,0.7440000000000001,0.3,2.0,24,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-24,Andreas Haider Maurer,6-3 5-7 6-3 7-6(5),1.18,5.3%,0.023,0.624,0.6629999999999999,0.62,Diego Schwartzman,0.525,0.41700000000000004,0.053,0.29100000000000004,0.556,0.32,2.9,43,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015-05-24,Gilles Muller,6-1 6-4 6-4,2.04,4.1%,0.013999999999999999,0.685,0.84,0.652,Novak Djokovic,0.601,0.447,0.047,0.326,0.59,0.42,1.77,27,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2015-05-24,Viktor Troicki,6-2 6-1 6-7(3) 6-1,0.78,8.3%,0.065,0.565,0.721,0.40399999999999997,Jan Lennard Struff,0.44299999999999995,0.326,0.109,0.275,0.408,0.08,2.4,35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015-05-24,Thanasi Kokkinakis,6-4 6-4 6-4,1.63,5.3%,0.0,0.763,0.845,0.667,Novak Djokovic,0.5539999999999999,0.321,0.099,0.268,0.44,0.38,1.82,30,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2015-05-24,Novak Djokovic,4-6 6-4 6-3 6-4,1.25,7.1%,0.024,0.667,0.762,0.5,Stan Wawrinka,0.539,0.406,0.047,0.373,0.467,0.27,3.2,39,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2015-05-24,Jarkko Nieminen,6-2 7-5 6-2,1.49,6.9%,0.011000000000000001,0.747,0.723,0.591,Novak Djokovic,0.5710000000000001,0.46299999999999997,0.021,0.308,0.6509999999999999,0.46,2.05,28,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015-05-24,Nikoloz Basilashvili,6-4 6-4,0.82,6.0%,0.03,0.552,0.568,0.433,Laslo Djere,0.456,0.406,0.013999999999999999,0.28600000000000003,0.593,0.38,1.28,20,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015-05-24,Marco Trungelliti,6-1 6-3,0.74,2.2%,0.022000000000000002,0.644,0.655,0.313,Facundo Bagnis,0.42200000000000004,0.344,0.063,0.325,0.375,0.0,1.1,16,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2015-05-24,Julian Reister,5-7 6-3 6-2,1.33,7.8%,0.011000000000000001,0.6779999999999999,0.721,0.44799999999999995,Facundo Bagnis,0.56,0.489,0.011000000000000001,0.433,0.63,0.46,1.97,29,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2015-05-24,Andrea Arnaboldi,4-6 6-7(5) 7-6(4) 7-6(2) 6-0,0.84,8.6%,0.048,0.54,0.762,0.5,James Duckworth,0.47200000000000003,0.301,0.07,0.214,0.41,0.12,4.17,55,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2015-05-24,Gael Monfils,4-6 6-4 4-6 6-2 6-3,0.74,2.7%,0.034,0.637,0.677,0.45299999999999996,Diego Schwartzman,0.455,0.301,0.158,0.21100000000000002,0.488,0.5,2.82,47,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2015-05-24,Gilles Simon,6-1 6-4 6-2,1.45,6.3%,0.05,0.425,0.794,0.5870000000000001,Stan Wawrinka,0.569,0.47100000000000003,0.034,0.37799999999999995,0.54,0.3,1.85,25,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2015-05-24,Andy Murray,6-3 6-3 5-7 5-7 6-1,1.22,5.7%,0.013999999999999999,0.695,0.684,0.674,Novak Djokovic,0.531,0.389,0.081,0.35700000000000004,0.451,0.32,4.15,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2015-05-24,Elias Ymer,6-3 7-5,0.87,2.6%,0.039,0.5579999999999999,0.535,0.41200000000000003,Roberto Carballes Baena,0.465,0.45,0.013000000000000001,0.43799999999999994,0.469,0.29,1.78,21,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
