Date,Opponent,Score,DR,A%,DF%,1stIn,1st%,2nd%,Player,Ret_TPW,Ret_RPW,Ret_vA%,Ret_v1st%,Ret_v2nd%,Ret_BPCnv,Ret_Time,Total_Games,Surface_Carpet,Surface_Clay,Surface_Grass,Surface_Hard,Rd_BR,Rd_F,Rd_Q1,Rd_Q2,Rd_Q3,Rd_QF,Rd_R128,Rd_R16,Rd_R32,Rd_R64,Rd_RR,Rd_SF
2002-04-15,Franco Squillari,7-6(5) 3-6 7-5,1.05,0.9%,0.055999999999999994,0.648,0.6,0.42100000000000004,Richard Gasquet,0.512,0.485,0.049,0.34,0.64,1.0,2.4,34,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2002-04-15,Marat Safin,6-4 6-1,0.63,1.8%,0.08800000000000001,0.439,0.56,0.5,Richard Gasquet,0.414,0.29600000000000004,0.0,0.21899999999999997,0.409,0.0,1.18,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2002-04-29,Olivier Rochus,6-2 6-2,0.55,0.0%,0.0,0.831,0.5710000000000001,0.2,Rafael Nadal,0.402,0.271,0.021,0.324,0.14300000000000002,0.0,1.03,16,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2002-04-29,Ramon Delgado,6-4 6-4,1.28,1.5%,0.015,0.894,0.61,0.429,Rafael Nadal,0.56,0.525,0.034,0.439,0.722,0.71,1.38,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2002-05-27,Albert Costa,3-6 6-0 6-4 6-3,0.70,1.6%,0.071,0.535,0.618,0.441,Richard Gasquet,0.444,0.32299999999999995,0.021,0.276,0.395,1.0,2.35,34,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2002-06-10,Neville Godwin,7-6(4) 5-7 6-3,0.81,1.9%,0.0,0.6629999999999999,0.638,0.5429999999999999,Richard Gasquet,0.47,0.319,0.032,0.242,0.469,0.75,1.87,34,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2002-09-23,David Sanchez,6-2 2-0 RET,0.16,0.0%,0.059000000000000004,0.647,0.636,0.083,Richard Gasquet,0.304,0.091,0.045,0.11800000000000001,0.0,0.0,0.62,10,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2002-10-07,Marat Safin,6-4 7-6(5),0.77,9.6%,0.068,0.589,0.767,0.433,Richard Gasquet,0.462,0.28600000000000003,0.257,0.175,0.433,0.5,1.32,23,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2002-12-30,Arnaud Di Pasquale,3-6 6-3 6-4,1.17,5.6%,0.044000000000000004,0.5,0.7559999999999999,0.578,Richard Gasquet,0.528,0.389,0.1,0.34,0.442,0.5,2.12,28,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2002-12-30,Alberto Martin,7-5 6-1,0.65,6.3%,0.079,0.54,0.5589999999999999,0.483,Richard Gasquet,0.426,0.308,0.057999999999999996,0.19399999999999998,0.47600000000000003,0.25,1.13,19,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2003-01-13,Mikhail Youzhny,3-6 6-0 6-1 6-4,0.69,0.0%,0.061,0.5,0.633,0.38799999999999996,Richard Gasquet,0.426,0.34,0.040999999999999995,0.24600000000000002,0.5,0.25,2.08,32,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2003-02-10,Feliciano Lopez,6-7(4) 6-4 6-4,1.33,6.6%,0.022000000000000002,0.5820000000000001,0.792,0.711,Richard Gasquet,0.52,0.321,0.064,0.313,0.33299999999999996,0.33,1.9,33,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2003-02-10,Olivier Rochus,6-7(1) 5-0 RET,0.85,3.2%,0.079,0.5870000000000001,0.622,0.34600000000000003,Richard Gasquet,0.466,0.418,0.018000000000000002,0.34299999999999997,0.55,1.0,1.37,18,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2003-03-17,Jean Rene Lisnard,3-6 6-1 2-1 RET,0.64,2.8%,0.042,0.611,0.659,0.35700000000000004,Richard Gasquet,0.439,0.294,0.078,0.263,0.385,0.17,1.23,19,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2003-04-14,Guillermo Coria,7-6(3) 6-2,0.82,0.0%,0.036000000000000004,0.607,0.5,0.455,Rafael Nadal,0.451,0.424,0.0,0.37799999999999995,0.483,0.38,1.57,21,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003-04-14,David Nalbandian,6-4 6-0,0.63,2.3%,0.045,0.591,0.615,0.111,Richard Gasquet,0.39,0.375,0.0,0.39399999999999996,0.348,0.2,1.08,16,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2003-04-14,Karol Kucera,6-1 6-2,2.19,0.0%,0.043,0.66,0.8059999999999999,0.625,Rafael Nadal,0.6559999999999999,0.5579999999999999,0.07,0.435,0.7,0.67,1.05,15,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2003-04-14,Albert Costa,7-5 6-3,1.16,1.0%,0.01,0.7290000000000001,0.5710000000000001,0.5379999999999999,Rafael Nadal,0.54,0.507,0.015,0.441,0.5760000000000001,0.42,2.0,21,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-04-21,Juan Antonio Marin,6-0 RET,2.51,0.0%,0.0,0.588,0.7,0.7140000000000001,Rafael Nadal,0.722,0.737,0.0,0.833,0.5710000000000001,1.0,0.7,6,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2003-04-21,Alex Corretja,3-6 6-2 6-1,0.83,3.8%,0.013000000000000001,0.731,0.544,0.28600000000000003,Rafael Nadal,0.45299999999999996,0.434,0.036000000000000004,0.41200000000000003,0.469,0.31,2.12,24,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-05-12,Carlos Moya,7-5 6-4,1.06,1.6%,0.0,0.841,0.5660000000000001,0.7,Rafael Nadal,0.512,0.43799999999999994,0.047,0.306,0.607,0.56,1.48,22,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-05-12,Gaston Gaudio,6-2 6-2,0.42,2.1%,0.042,0.7290000000000001,0.514,0.5379999999999999,Rafael Nadal,0.375,0.2,0.075,0.12,0.33299999999999996,0.0,0.98,16,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003-05-12,Paul Henri Mathieu,7-5 6-4,1.01,2.5%,0.012,0.815,0.667,0.4,Rafael Nadal,0.522,0.386,0.035,0.316,0.526,0.57,1.7,22,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2003-05-26,Nicolas Lapentti,6-3 7-6(4) 3-0 RET,0.78,2.5%,0.063,0.48100000000000004,0.684,0.439,Richard Gasquet,0.452,0.34600000000000003,0.064,0.2,0.5,0.25,2.2,25,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2003-06-23,Paradorn Srichaphan,6-4 6-4 6-2,0.7,2.0%,0.03,0.73,0.63,0.259,Rafael Nadal,0.44,0.32899999999999996,0.085,0.28300000000000003,0.414,0.67,1.93,28,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-06-23,Lee Childs,6-2 6-4 6-3,1.49,3.8%,0.026000000000000002,0.6409999999999999,0.78,0.5710000000000001,Rafael Nadal,0.563,0.43799999999999994,0.10099999999999999,0.308,0.622,0.32,2.02,27,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2003-06-23,Mario Ancic,6-3 6-4 4-6 6-4,1.22,1.5%,0.0,0.748,0.6629999999999999,0.636,Rafael Nadal,0.536,0.418,0.11199999999999999,0.205,0.672,0.31,3.07,39,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2003-07-07,Younes El Aynaoui,6-3 4-6 6-3,1.22,0.0%,0.012,0.753,0.787,0.5,Rafael Nadal,0.5379999999999999,0.34700000000000003,0.107,0.273,0.452,0.6,1.7,28,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-07-07,Jean Rene Lisnard,2-6 6-1 7-5,0.96,0.0%,0.075,0.65,0.6729999999999999,0.429,Stan Wawrinka,0.483,0.396,0.01,0.313,0.479,0.5,1.97,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-07-07,Nicolas Lapentti,3-6 6-3 7-6(6),0.92,1.0%,0.02,0.8,0.7,0.5,Rafael Nadal,0.483,0.314,0.067,0.2,0.5,0.12,2.93,31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2003-07-07,Albert Portas,6-0 6-4,2.2,0.0%,0.023,0.727,0.813,0.667,Rafael Nadal,0.628,0.5,0.02,0.5,0.5,0.57,1.18,16,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003-07-14,Raemon Sluiter,6-1 6-4,0.71,1.9%,0.0,0.722,0.513,0.467,Stan Wawrinka,0.419,0.35700000000000004,0.071,0.263,0.469,0.33,1.92,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003-07-14,Philipp Petzschner,7-5 6-1,1.66,0.0%,0.017,0.7120000000000001,0.7859999999999999,0.647,Rafael Nadal,0.595,0.423,0.057999999999999996,0.192,0.654,0.75,1.37,19,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2003-07-14,Fernando Gonzalez,6-2 3-6 6-2,0.87,6.1%,0.015,0.7879999999999999,0.6729999999999999,0.429,Rafael Nadal,0.462,0.32899999999999996,0.08900000000000001,0.209,0.47200000000000003,0.33,1.48,25,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-07-14,Hugo Armando,6-4 6-4,1.13,6.9%,0.042,0.6809999999999999,0.7959999999999999,0.391,Stan Wawrinka,0.534,0.377,0.0,0.396,0.308,0.4,1.3,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-07-21,Magnus Norman,6-3 6-4,1.26,0.0%,0.028999999999999998,0.5589999999999999,0.711,0.6,Rafael Nadal,0.557,0.426,0.019,0.292,0.5329999999999999,0.6,1.55,19,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2003-07-21,Adrian Voinea,6-3 1-0 RET,1.64,4.3%,0.087,0.652,0.733,0.625,Rafael Nadal,0.5670000000000001,0.5,0.159,0.33299999999999996,0.765,0.38,0.62,10,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-07-21,Carlos Moya,6-4 6-4,0.6,0.0%,0.015,0.723,0.638,0.5,Rafael Nadal,0.43700000000000006,0.24100000000000002,0.07400000000000001,0.147,0.4,0.0,1.32,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2003-07-21,Mariano Puerta,6-2 6-4,1.3,12.9%,0.016,0.726,0.7559999999999999,0.47100000000000003,Rafael Nadal,0.556,0.418,0.018000000000000002,0.33299999999999996,0.52,0.5,1.33,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003-07-21,Filippo Volandri,6-4 6-3,0.74,3.2%,0.063,0.556,0.6,0.39299999999999996,Stan Wawrinka,0.434,0.364,0.0,0.28600000000000003,0.5,0.25,1.27,19,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2003-07-21,Roko Karanusic,6-4 6-4,1.14,4.9%,0.024,0.6459999999999999,0.679,0.552,Stan Wawrinka,0.542,0.41700000000000004,0.017,0.267,0.5670000000000001,0.38,1.35,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-08-25,Younes El Aynaoui,7-6(6) 6-3 7-6(6),0.87,2.8%,0.055,0.7609999999999999,0.711,0.5,Rafael Nadal,0.475,0.295,0.134,0.237,0.41700000000000004,0.4,2.72,35,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2003-08-25,Fernando Vicente,6-4 6-3 6-3,1.61,2.4%,0.049,0.561,0.804,0.639,Rafael Nadal,0.56,0.43200000000000005,0.081,0.32299999999999995,0.5870000000000001,0.22,2.22,28,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2003-09-29,Olivier Mutis,4-6 6-4 7-5,0.93,5.3%,0.043,0.606,0.7020000000000001,0.622,Richard Gasquet,0.48,0.308,0.057999999999999996,0.179,0.45799999999999996,0.12,2.07,32,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2003-10-06,Dominik Hrbaty,6-3 7-5,0.62,2.8%,0.09699999999999999,0.722,0.596,0.35,Rafael Nadal,0.425,0.29100000000000004,0.073,0.16699999999999998,0.44,0.67,1.28,21,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-10-20,Tomas Zib,7-6(0) 7-6(5),1.04,17.6%,0.059000000000000004,0.574,0.718,0.586,Stan Wawrinka,0.49,0.353,0.024,0.268,0.517,0.33,1.47,26,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-10-20,Feliciano Lopez,3-6 6-3 7-6(4),0.89,0.0%,0.02,0.816,0.65,0.722,Rafael Nadal,0.48200000000000004,0.299,0.134,0.22399999999999998,0.375,0.2,2.03,31,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2003-10-27,Gaston Gaudio,1-6 7-6(11) 6-4,0.79,18.0%,0.06,0.61,0.77,0.513,Richard Gasquet,0.486,0.259,0.012,0.196,0.4,0.6,1.77,30,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2004-01-05,Thierry Ascione,7-6(5) 6-4,1.08,3.0%,0.015,0.731,0.6940000000000001,0.667,Rafael Nadal,0.493,0.337,0.048,0.255,0.469,0.17,1.62,23,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-01-05,Greg Rusedski,6-4 6-2,0.59,7.1%,0.054000000000000006,0.5710000000000001,0.688,0.41700000000000004,Stan Wawrinka,0.414,0.255,0.182,0.16699999999999998,0.42100000000000004,0.0,1.02,18,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-01-12,Sjeng Schalken,7-6(2) 6-4,1.18,1.1%,0.0,0.7390000000000001,0.6,0.609,Rafael Nadal,0.5329999999999999,0.467,0.011000000000000001,0.465,0.47600000000000003,0.31,2.08,23,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-01-12,Gregory Carraz,2-1 RET,1.8,0.0%,0.0,0.778,0.857,1.0,Rafael Nadal,0.643,0.2,0.2,0.25,0.0,0.0,0.25,3,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2004-01-12,Mario Ancic,7-6(0) 7-6(6),1.31,2.5%,0.025,0.684,0.685,0.72,Rafael Nadal,0.5429999999999999,0.39799999999999996,0.096,0.373,0.43799999999999994,0.5,1.88,26,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2004-01-12,Felix Mantilla,3-0 RET,0.52,0.0%,0.214,0.429,0.667,0.125,Richard Gasquet,0.35,0.33299999999999996,0.0,0.4,0.0,0.0,0.22,3,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-01-12,Jiri Novak,6-1 6-3,1.87,2.1%,0.0,0.66,0.774,0.688,Rafael Nadal,0.589,0.47700000000000004,0.031,0.444,0.517,0.4,1.07,16,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2004-01-12,Dominik Hrbaty,4-6 6-2 7-5,0.88,0.0%,0.038,0.585,0.581,0.5,Rafael Nadal,0.47200000000000003,0.396,0.019,0.37,0.455,0.27,2.25,30,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2004-01-19,Lleyton Hewitt,7-6(2) 7-6(5) 6-2,0.85,1.0%,0.02,0.7040000000000001,0.652,0.517,Rafael Nadal,0.46399999999999997,0.33,0.083,0.276,0.392,0.33,2.48,34,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-01-19,Thierry Ascione,6-4 3-6 7-5 6-1,1.29,0.0%,0.045,0.691,0.7240000000000001,0.47100000000000003,Rafael Nadal,0.54,0.45799999999999996,0.035,0.44799999999999995,0.473,0.37,2.93,38,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2004-01-19,Michal Tabara,6-1 6-2 6-2,1.8,7.0%,0.042,0.5770000000000001,0.78,0.633,Rafael Nadal,0.621,0.508,0.066,0.379,0.625,0.6,1.28,23,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2004-01-19,Florian Mayer,7-5 6-4 6-3,0.67,10.0%,0.033,0.589,0.7170000000000001,0.541,Richard Gasquet,0.44799999999999995,0.23800000000000002,0.071,0.217,0.263,0.0,1.5,31,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2004-02-09,Gaston Gaudio,3-6 6-3 6-2,0.78,6.9%,0.057,0.586,0.667,0.33299999999999996,Richard Gasquet,0.45399999999999996,0.368,0.026000000000000002,0.244,0.514,0.75,1.8,26,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-02-09,Mario Ancic,7-5 6-2,0.46,0.0%,0.042,0.662,0.617,0.45799999999999996,Rafael Nadal,0.413,0.2,0.2,0.18899999999999997,0.231,0.0,1.33,20,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-02-09,Ivo Karlovic,7-5 6-7(5) 6-1,1.64,2.2%,0.022000000000000002,0.6629999999999999,0.8140000000000001,0.7,Rafael Nadal,0.557,0.369,0.243,0.318,0.45899999999999996,0.5,2.03,32,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-02-16,Nicolas Massu,6-3 4-6 7-5,1.03,4.7%,0.019,0.682,0.6579999999999999,0.441,Richard Gasquet,0.513,0.424,0.043,0.419,0.433,0.45,2.67,31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2004-02-16,Guillermo Coria,7-6(1) 6-1,0.64,7.3%,0.055,0.491,0.7040000000000001,0.35700000000000004,Richard Gasquet,0.40700000000000003,0.302,0.016,0.25,0.467,0.5,1.25,20,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2004-02-16,Fernando Verdasco,2-6 7-5 6-1,1.05,4.0%,0.03,0.6829999999999999,0.725,0.375,Richard Gasquet,0.513,0.40399999999999997,0.032,0.345,0.5,0.38,2.03,27,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-02-16,Agustin Calleri,7-5 6-2,1.94,5.6%,0.019,0.519,0.857,0.654,Richard Gasquet,0.603,0.46799999999999997,0.09699999999999999,0.32299999999999995,0.613,0.5,1.42,20,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-02-23,Franco Ferreiro,6-0 7-6(5),1.47,5.5%,0.0,0.509,0.7140000000000001,0.593,Richard Gasquet,0.578,0.508,0.033,0.47200000000000003,0.56,0.45,1.73,19,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-02-23,Gustavo Kuerten,7-6(3) 6-3,0.78,0.0%,0.034,0.5760000000000001,0.735,0.56,Richard Gasquet,0.449,0.265,0.059000000000000004,0.132,0.433,0.25,1.48,22,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-03-01,Christophe Rochus,7-6(4) 3-6 6-3,1.03,10.8%,0.075,0.57,0.736,0.45,Richard Gasquet,0.503,0.4,0.04,0.276,0.5710000000000001,0.44,1.98,31,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-03-01,Olivier Rochus,6-3 7-5,1.35,3.0%,0.045,0.7879999999999999,0.6729999999999999,0.5710000000000001,Rafael Nadal,0.561,0.47,0.015,0.405,0.552,0.44,1.5,21,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2004-03-01,Carlos Moya,3-6 6-3 6-2,0.77,0.0%,0.036000000000000004,0.47600000000000003,0.625,0.5,Richard Gasquet,0.461,0.33799999999999997,0.162,0.231,0.483,0.75,1.77,26,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-03-01,Max Mirnyi,6-3 7-6(6),1.42,1.6%,0.016,0.625,0.775,0.75,Rafael Nadal,0.537,0.33299999999999996,0.153,0.188,0.625,0.2,1.43,22,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-03-01,Mikhail Youzhny,6-2 1-6 6-1,0.89,0.0%,0.016,0.629,0.513,0.609,Rafael Nadal,0.47200000000000003,0.4,0.062,0.235,0.581,0.43,1.58,22,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2004-03-08,Lars Burgsmuller,6-2 6-3,1.42,0.0%,0.015,0.618,0.7140000000000001,0.5379999999999999,Rafael Nadal,0.588,0.5,0.043,0.33299999999999996,0.737,0.57,1.18,17,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2004-03-08,Nicolas Massu,6-3 1-0 RET,1.51,10.0%,0.033,0.7,0.7140000000000001,0.667,Rafael Nadal,0.556,0.452,0.11900000000000001,0.35700000000000004,0.643,0.25,0.78,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2004-03-08,Agustin Calleri,6-4 3-6 7-6(10),0.92,0.0%,0.0,0.72,0.588,0.636,Rafael Nadal,0.495,0.36700000000000005,0.08199999999999999,0.25,0.5,0.67,2.63,32,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-03-22,Goran Ivanisevic,6-4 RET,1.82,7.7%,0.0,0.769,0.85,0.5,Rafael Nadal,0.563,0.42100000000000004,0.132,0.33299999999999996,0.5,0.2,0.6,10,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
2004-03-22,Roger Federer,6-3 6-3,1.57,2.1%,0.042,0.813,0.795,0.556,Rafael Nadal,0.5579999999999999,0.39299999999999996,0.14300000000000002,0.382,0.409,0.43,1.17,18,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2004-03-22,Fernando Gonzalez,7-6(1) 4-6 6-2,0.83,1.0%,0.031,0.7140000000000001,0.629,0.5,Rafael Nadal,0.466,0.337,0.084,0.213,0.5589999999999999,0.38,2.17,31,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
2004-04-12,Richard Gasquet,6-4 3-6 6-2,1.01,0.0%,0.085,0.7440000000000001,0.541,0.524,Rafael Nadal,0.5,0.467,0.011000000000000001,0.34,0.619,0.38,2.32,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-04-12,Nicolas Massu,0-6 7-6(2) 7-6(5),0.94,3.8%,0.057,0.495,0.7120000000000001,0.434,Richard Gasquet,0.48200000000000004,0.402,0.009000000000000001,0.344,0.47200000000000003,0.33,3.02,32,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-04-12,Rafael Nadal,6-4 3-6 6-2,0.99,1.1%,0.065,0.5429999999999999,0.66,0.381,Richard Gasquet,0.5,0.46299999999999997,0.0,0.45899999999999996,0.47600000000000003,0.71,2.32,27,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-04-12,Goran Ivanisevic,6-4 6-1,1.39,5.7%,0.094,0.623,0.727,0.55,Rafael Nadal,0.5670000000000001,0.47100000000000003,0.11800000000000001,0.304,0.607,0.67,1.1,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-04-26,Felix Mantilla,7-6(2) 6-0,0.64,4.2%,0.027999999999999997,0.569,0.561,0.452,Stan Wawrinka,0.41700000000000004,0.313,0.015,0.25,0.371,0.33,1.42,19,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2004-05-24,David Nalbandian,6-4 7-5 7-6(1),0.74,5.8%,0.091,0.42100000000000004,0.745,0.34299999999999997,Richard Gasquet,0.444,0.363,0.069,0.33299999999999996,0.392,0.67,2.52,35,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2004-06-07,Igor Andreev,7-6(4) 7-6(4),0.94,6.4%,0.064,0.603,0.7659999999999999,0.677,Richard Gasquet,0.49,0.253,0.127,0.2,0.324,0.0,1.5,26,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2004-06-21,Kenneth Carlsen,3-6 7-6(5) 7-6(4) 6-7(0) 6-4,0.94,3.3%,0.062,0.5670000000000001,0.723,0.5379999999999999,Richard Gasquet,0.5,0.337,0.087,0.282,0.433,0.2,3.9,58,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
2004-07-05,Santiago Ventura,6-1 6-2,2.59,0.0%,0.05,0.775,0.8059999999999999,0.778,Rafael Nadal,0.633,0.517,0.086,0.29600000000000004,0.71,0.4,0.98,15,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-07-05,Gaston Gaudio,6-2 6-3,0.69,0.0%,0.0,0.7140000000000001,0.371,0.28600000000000003,Rafael Nadal,0.39799999999999996,0.449,0.040999999999999995,0.29600000000000004,0.636,0.75,1.3,17,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2004-07-05,Jiri Vanek,4-6 6-4 6-3,1.21,0.0%,0.023,0.802,0.609,0.588,Rafael Nadal,0.54,0.47700000000000004,0.0,0.38,0.605,0.67,1.97,29,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-07-05,Ruben Ramirez Hidalgo,7-6(5) 6-4,0.83,6.7%,0.067,0.44,0.818,0.5479999999999999,Stan Wawrinka,0.479,0.275,0.043,0.158,0.419,0.0,1.58,23,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-07-12,Tommy Robredo,6-1 6-4,1.56,7.7%,0.057999999999999996,0.5379999999999999,0.7859999999999999,0.583,Richard Gasquet,0.585,0.48100000000000004,0.037000000000000005,0.4,0.632,0.5,1.03,17,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-07-12,Edouard Roger Vasselin,6-2 6-4,1.70,9.8%,0.039,0.431,0.773,0.655,Richard Gasquet,0.593,0.5,0.016,0.457,0.625,0.5,1.2,18,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2004-07-12,David Ferrer,6-3 6-7(3) 7-5,0.95,1.9%,0.01,0.731,0.579,0.536,Rafael Nadal,0.486,0.41100000000000003,0.027000000000000003,0.32899999999999996,0.5479999999999999,0.67,2.43,34,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2004-07-12,Juan Ignacio Chela,6-2 6-3,1.76,5.8%,0.019,0.48100000000000004,0.8,0.7040000000000001,Rafael Nadal,0.598,0.44,0.04,0.31,0.619,0.75,1.27,17,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-07-12,Martin Vassallo Arguello,7-6(4) 6-4,1.11,1.2%,0.035,0.588,0.64,0.429,Rafael Nadal,0.524,0.494,0.047,0.353,0.706,0.43,2.13,23,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-07-12,David Ferrer,6-4 6-2,0.69,1.7%,0.017,0.424,0.76,0.41200000000000003,Richard Gasquet,0.435,0.304,0.0,0.306,0.3,0.0,1.3,18,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2004-07-19,Filippo Volandri,7-6(5) 6-1,0.77,6.2%,0.092,0.615,0.5,0.24,Novak Djokovic,0.43200000000000005,0.45899999999999996,0.0,0.436,0.486,0.4,1.5,20,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-07-19,Flavio Saretta,6-3 6-1,0.5,4.9%,0.073,0.659,0.519,0.429,Stan Wawrinka,0.369,0.256,0.047,0.233,0.308,0.0,1.05,16,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004-07-26,Lleyton Hewitt,1-6 6-4 6-2,0.88,1.2%,0.0,0.733,0.5710000000000001,0.522,Rafael Nadal,0.484,0.38799999999999996,0.10400000000000001,0.207,0.526,0.57,1.73,25,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
